Time,Person_Number
2019-07-27 11:57:02,20
2019-07-27 11:57:22,29
2019-07-27 11:57:42,9
2019-07-27 11:58:02,13
2019-07-27 11:58:22,3
2019-07-27 11:58:42,5
2019-07-27 11:59:03,15
2019-07-27 11:59:23,4
2019-07-27 12:01:25,30
2019-07-27 12:01:45,33
2019-07-27 12:02:05,25
2019-07-27 12:02:26,3
2019-07-27 12:02:46,7
2019-07-27 12:03:06,7
2019-07-27 12:03:26,13
2019-07-27 12:09:28,17
2019-07-27 12:10:08,0
2019-07-27 12:10:48,5
2019-07-27 12:11:28,19
2019-07-27 12:12:08,1
2019-07-27 12:12:48,0
2019-07-27 12:13:28,0
2019-07-27 12:14:08,24
2019-07-27 12:14:48,0
2019-07-27 12:15:28,0
2019-07-27 12:16:08,0
2019-07-27 12:16:49,0
2019-07-27 12:17:29,0
2019-07-27 12:18:09,13
2019-07-27 12:18:49,5
2019-07-27 12:19:29,0
2019-07-27 12:20:09,0
2019-07-27 12:20:49,0
2019-07-27 12:21:29,0
2019-07-27 12:22:09,0
2019-07-27 12:22:49,0
2019-07-27 12:23:29,0
2019-07-27 12:24:09,0
2019-07-27 12:24:49,0
2019-07-27 12:25:29,0
2019-07-27 12:26:09,0
2019-07-27 12:26:49,0
2019-07-27 12:27:29,0
2019-07-27 12:28:09,0
2019-07-27 12:28:49,2
2019-07-27 12:29:29,0
2019-07-27 12:30:09,0
2019-07-27 12:30:49,0
2019-07-27 12:31:29,0
2019-07-27 12:32:09,2
2019-07-27 12:32:49,0
2019-07-27 12:33:29,0
2019-07-27 12:34:09,0
2019-07-27 12:34:50,4
2019-07-27 12:35:30,16
2019-07-27 12:36:10,0
2019-07-27 12:36:50,0
2019-07-27 12:37:30,0
2019-07-27 12:38:10,0
2019-07-27 12:38:50,0
2019-07-27 12:39:30,0
2019-07-27 12:40:10,19
2019-07-27 12:40:50,0
2019-07-27 12:41:30,12
2019-07-27 12:42:10,0
2019-07-27 12:42:50,0
2019-07-27 12:43:30,8
2019-07-27 12:44:10,2
2019-07-27 12:44:50,0
2019-07-27 12:45:30,0
2019-07-27 12:46:10,0
2019-07-27 12:46:50,0
2019-07-27 12:47:30,0
2019-07-27 12:48:10,0
2019-07-27 12:48:50,2
2019-07-27 12:49:30,0
2019-07-27 12:50:10,0
2019-07-27 12:50:50,2
2019-07-27 12:51:30,0
2019-07-27 12:52:10,0
2019-07-27 12:52:50,0
2019-07-27 12:53:30,1
2019-07-27 12:54:10,0
2019-07-27 12:54:50,0
2019-07-27 12:55:30,0
2019-07-27 12:56:11,0
2019-07-27 12:56:51,0
2019-07-27 12:57:31,0
2019-07-27 12:58:11,0
2019-07-27 12:58:51,0
2019-07-27 12:59:31,2
2019-07-27 13:00:11,0
2019-07-27 13:00:51,0
2019-07-27 13:01:31,2
2019-07-27 13:02:11,0
2019-07-27 13:02:51,0
2019-07-27 13:03:31,0
2019-07-27 13:04:11,0
2019-07-27 13:04:51,0
2019-07-27 13:05:31,0
2019-07-27 13:06:11,1
2019-07-27 13:06:51,0
2019-07-27 13:07:31,0
2019-07-27 13:08:11,2
2019-07-27 13:08:51,11
2019-07-27 13:09:31,3
2019-07-27 13:10:11,0
2019-07-27 13:10:51,0
2019-07-27 13:11:31,0
2019-07-27 13:12:11,1
2019-07-27 13:12:51,1
2019-07-27 13:13:31,0
2019-07-27 13:14:11,9
2019-07-27 13:14:51,6
2019-07-27 13:15:31,18
2019-07-27 13:16:11,3
2019-07-27 13:16:51,2
2019-07-27 13:17:31,3
2019-07-27 13:18:11,2
2019-07-27 13:18:51,3
2019-07-27 13:19:32,15
2019-07-27 13:20:12,23
2019-07-27 13:20:52,3
2019-07-27 13:21:32,2
2019-07-27 13:22:12,15
2019-07-27 13:22:52,12
2019-07-27 13:23:32,10
2019-07-27 13:24:12,0
2019-07-27 13:24:52,0
2019-07-27 13:25:32,3
2019-07-27 13:26:12,1
2019-07-27 13:26:52,1
2019-07-27 13:27:32,0
2019-07-27 13:28:12,8
2019-07-27 13:28:52,21
2019-07-27 13:29:32,16
2019-07-27 13:30:12,5
2019-07-27 13:30:52,10
2019-07-27 13:31:32,5
2019-07-27 13:32:12,12
2019-07-27 13:32:52,9
2019-07-27 13:33:32,17
2019-07-27 13:34:12,2
2019-07-27 13:34:52,23
2019-07-27 13:35:32,50
2019-07-27 13:36:12,16
2019-07-27 13:36:52,13
2019-07-27 13:37:33,24
2019-07-27 13:38:13,9
2019-07-27 13:38:53,0
2019-07-27 13:39:33,1
2019-07-27 13:40:13,1
2019-07-27 13:40:53,12
2019-07-27 13:41:33,0
2019-07-27 13:42:13,2
2019-07-27 13:42:53,0
2019-07-27 13:43:33,0
2019-07-27 13:44:13,22
2019-07-27 13:44:53,47
2019-07-27 13:45:33,0
2019-07-27 13:46:13,9
2019-07-27 13:46:53,15
2019-07-27 13:47:33,21
2019-07-27 13:48:13,4
2019-07-27 13:48:53,1
2019-07-27 13:49:33,1
2019-07-27 13:50:13,0
2019-07-27 13:50:53,1
2019-07-27 13:51:33,0
2019-07-27 13:52:13,2
2019-07-27 13:52:53,1
2019-07-27 13:53:33,2
2019-07-27 13:54:14,3
2019-07-27 13:54:54,0
2019-07-27 13:55:34,0
2019-07-27 13:56:14,0
2019-07-27 13:56:54,7
2019-07-27 13:57:34,1
2019-07-27 13:58:14,7
2019-07-27 13:58:54,6
2019-07-27 13:59:34,4
2019-07-27 14:00:14,1
2019-07-27 14:00:54,5
2019-07-27 14:01:34,27
2019-07-27 14:02:14,6
2019-07-27 14:02:54,29
2019-07-27 14:03:34,32
2019-07-27 14:04:14,42
2019-07-27 14:04:54,7
2019-07-27 14:05:34,45
2019-07-27 14:06:14,30
2019-07-27 14:06:54,42
2019-07-27 14:07:34,59
2019-07-27 14:08:14,52
2019-07-27 14:08:55,60
2019-07-27 14:09:35,34
2019-07-27 14:10:15,26
2019-07-27 14:10:55,51
2019-07-27 14:11:35,59
2019-07-27 14:12:15,52
2019-07-27 14:12:55,38
2019-07-27 14:13:35,41
2019-07-27 14:14:15,26
2019-07-27 14:14:55,30
2019-07-27 14:15:35,24
2019-07-27 14:16:15,38
2019-07-27 14:16:55,38
2019-07-27 14:17:35,7
2019-07-27 14:18:15,31
2019-07-27 14:18:55,32
2019-07-27 14:19:35,20
2019-07-27 14:20:15,17
2019-07-27 14:20:55,32
2019-07-27 14:21:35,15
2019-07-27 14:22:15,57
2019-07-27 14:22:55,71
2019-07-27 14:23:35,55
2019-07-27 14:24:15,34
2019-07-27 14:24:55,13
2019-07-27 14:25:35,10
2019-07-27 14:26:15,39
2019-07-27 14:26:55,7
2019-07-27 14:27:35,7
2019-07-27 14:28:16,3
2019-07-27 14:28:56,5
2019-07-27 14:29:36,5
2019-07-27 14:30:16,10
2019-07-27 14:30:56,6
2019-07-27 14:31:36,72
2019-07-27 14:32:16,78
2019-07-27 14:32:56,24
2019-07-27 14:33:36,10
2019-07-27 14:34:16,42
2019-07-27 14:34:56,10
2019-07-27 14:35:36,14
2019-07-27 14:36:16,51
2019-07-27 14:36:56,55
2019-07-27 14:37:36,0
2019-07-27 14:38:16,0
2019-07-27 14:38:56,6
2019-07-27 14:39:36,16
2019-07-27 14:40:16,30
2019-07-27 14:40:56,15
2019-07-27 14:41:36,0
2019-07-27 14:42:16,23
2019-07-27 14:42:56,0
2019-07-27 14:43:36,0
2019-07-27 14:44:16,0
2019-07-27 14:44:56,0
2019-07-27 14:45:36,0
2019-07-27 14:46:16,0
2019-07-27 14:46:56,6
2019-07-27 14:47:36,5
2019-07-27 14:48:16,12
2019-07-27 14:48:56,47
2019-07-27 14:49:36,51
2019-07-27 14:50:16,8
2019-07-27 14:50:57,12
2019-07-27 14:51:37,0
2019-07-27 14:52:17,8
2019-07-27 14:52:57,54
2019-07-27 14:53:37,41
2019-07-27 14:54:17,13
2019-07-27 14:54:57,20
2019-07-27 14:55:37,14
2019-07-27 14:56:17,13
2019-07-27 14:56:57,25
2019-07-27 14:57:37,27
2019-07-27 14:58:17,37
2019-07-27 14:58:57,33
2019-07-27 14:59:37,6
2019-07-27 15:00:17,3
2019-07-27 15:00:57,1
2019-07-27 15:01:37,9
2019-07-27 15:02:17,6
2019-07-27 15:02:57,3
2019-07-27 15:03:37,3
2019-07-27 15:04:17,22
2019-07-27 15:04:57,2
2019-07-27 15:05:37,20
2019-07-27 15:06:17,4
2019-07-27 15:06:58,25
2019-07-27 15:07:38,8
2019-07-27 15:08:18,23
2019-07-27 15:08:58,39
2019-07-27 15:09:38,57
2019-07-27 15:10:18,59
2019-07-27 15:10:58,72
2019-07-27 15:11:38,21
2019-07-27 15:12:18,1
2019-07-27 15:12:58,0
2019-07-27 15:13:38,13
2019-07-27 15:14:18,18
2019-07-27 15:14:58,6
2019-07-27 15:15:38,2
2019-07-27 15:16:18,6
2019-07-27 15:16:58,13
2019-07-27 15:17:38,7
2019-07-27 15:18:18,0
2019-07-27 15:18:58,15
2019-07-27 15:19:38,1
2019-07-27 15:20:18,0
2019-07-27 15:20:59,0
2019-07-27 15:21:39,7
2019-07-27 15:22:19,8
2019-07-27 15:22:59,0
2019-07-27 15:23:39,1
2019-07-27 15:24:19,1
2019-07-27 15:24:59,1
2019-07-27 15:25:39,0
2019-07-27 15:26:19,0
2019-07-27 15:26:59,2
2019-07-27 15:27:39,16
2019-07-27 15:28:19,7
2019-07-27 15:28:59,5
2019-07-27 15:29:39,2
2019-07-27 15:30:19,0
2019-07-27 15:30:59,10
2019-07-27 15:31:39,5
2019-07-27 15:32:19,17
2019-07-27 15:32:59,10
2019-07-27 15:33:39,15
2019-07-27 15:34:19,1
2019-07-27 15:34:59,1
2019-07-27 15:35:39,1
2019-07-27 15:36:19,4
2019-07-27 15:36:59,4
2019-07-27 15:37:39,3
2019-07-27 15:38:19,0
2019-07-27 15:39:00,0
2019-07-27 15:39:40,0
2019-07-27 15:40:20,0
2019-07-27 15:41:00,9
2019-07-27 15:41:40,3
2019-07-27 15:42:20,0
2019-07-27 15:43:00,11
2019-07-27 15:43:40,3
2019-07-27 15:44:20,0
2019-07-27 15:45:00,7
2019-07-27 15:45:40,9
2019-07-27 15:46:20,0
2019-07-27 15:59:42,23
2019-07-27 16:00:22,0
2019-07-27 16:01:02,5
2019-07-27 16:01:42,0
2019-07-27 16:02:22,0
2019-07-27 16:03:02,2
2019-07-27 16:03:42,4
2019-07-27 16:04:22,1
2019-07-27 16:05:02,0
2019-07-27 16:05:42,2
2019-07-27 16:06:22,6
2019-07-27 16:07:02,2
2019-07-27 16:07:42,3
2019-07-27 16:08:22,0
2019-07-27 16:09:02,5
2019-07-27 16:09:42,9
2019-07-27 16:10:22,3
2019-07-27 16:11:02,2
2019-07-27 16:11:42,7
2019-07-27 16:12:22,10
2019-07-27 16:13:02,9
2019-07-27 16:13:42,16
2019-07-27 16:14:22,3
2019-07-27 16:28:59,30
2019-07-27 16:31:02,36
2019-07-27 16:32:03,98
2019-07-27 16:33:03,90
2019-07-27 16:34:03,25
2019-07-27 16:35:03,21
2019-07-27 16:36:03,27
2019-07-27 16:37:03,9
2019-07-27 16:38:03,49
2019-07-27 16:39:03,8
2019-07-27 16:40:03,11
2019-07-27 16:41:03,5
2019-07-27 16:42:03,0
2019-07-27 16:43:03,46
2019-07-27 16:44:03,12
2019-07-27 16:45:03,5
2019-07-27 16:46:03,1
2019-07-27 16:47:03,7
2019-07-27 16:48:03,3
2019-07-27 16:49:03,5
2019-07-27 16:50:03,3
2019-07-27 16:51:03,7
2019-07-27 16:52:03,4
2019-07-27 16:53:04,73
2019-07-27 16:54:04,18
2019-07-27 16:55:04,10
2019-07-27 16:56:04,24
2019-07-27 16:57:04,16
2019-07-27 16:58:04,3
2019-07-27 16:59:04,6
2019-07-27 17:00:04,2
2019-07-27 17:01:04,33
2019-07-27 17:02:04,42
2019-07-27 17:03:04,35
2019-07-27 17:04:04,14
2019-07-27 17:05:04,57
2019-07-27 17:06:04,38
2019-07-27 17:07:04,43
2019-07-27 17:08:04,88
2019-07-27 17:09:04,80
2019-07-27 17:10:04,62
2019-07-27 17:11:04,39
2019-07-27 17:12:04,0
2019-07-27 17:13:04,39
2019-07-27 17:14:04,31
2019-07-27 17:15:04,77
2019-07-27 17:16:05,121
2019-07-27 17:17:05,94
2019-07-27 17:18:05,58
